OTUID	1001	1002	1003	1004	1005	1006	1007	1008	101	102	103	104	105	106	107	108	2001	2002	2003	2004	2005	2006	2007	2008	201	202	203	204	205	206	207	208	3001	3002	3003	3004	3005	3006	3007	3008	301	302	303	304	305	306	307	308	4001	4002	4003	4004	4005	4006	4007	4008	401	402	403	404	405	406	407	408	Mock1	Mock2	Mock3	Mock4	Mock5	Mock6	Mock7	NC1	NC2	NC3	NC4	NC5	NC6	NC7	ZymoMockDNA	taxonomy
MAMN01000047.249174.251307	28685.0	15668.0	11256.0	11527.0	20324.0	19687.0	18576.0	23713.0	15071.0	12058.0	25851.0	18585.0	19229.0	27262.0	22674.0	26555.0	25154.0	18884.0	25971.0	19499.0	13899.0	15629.0	22448.0	29285.0	20298.0	8571.0	30463.0	20854.0	21522.0	29835.0	29308.0	24687.0	8430.0	10266.0	21523.0	20052.0	17740.0	20462.0	17713.0	25375.0	15547.0	10370.0	23284.0	23699.0	20073.0	37662.0	32115.0	29060.0	23538.0	11098.0	14074.0	16099.0	21620.0	31417.0	17149.0	16843.0	19333.0	20826.0	23945.0	19897.0	20860.0	20635.0	11485.0	20201.0	38.0	40.0	51.0	34.0	36.0	49.0	39.0	84.0	2.0	0.0	4.0	2.0	2.0	2.0	11.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Mitochondria
GAOK01049512.6271.8188	69465.0	64034.0	82939.0	76870.0	72473.0	85347.0	75536.0	96114.0	89295.0	111938.0	95739.0	72199.0	59004.0	115285.0	89894.0	106411.0	72656.0	83417.0	86605.0	80184.0	77884.0	131445.0	87544.0	88629.0	83171.0	81275.0	139364.0	82385.0	74298.0	105558.0	112843.0	67549.0	85428.0	71324.0	82573.0	70005.0	80801.0	95995.0	83682.0	101829.0	77448.0	66024.0	78536.0	84401.0	69780.0	154613.0	106783.0	85425.0	72466.0	78296.0	82972.0	79396.0	86656.0	146188.0	99155.0	86737.0	81571.0	92381.0	85212.0	86292.0	61257.0	107999.0	72588.0	129706.0	163.0	233.0	227.0	169.0	164.0	209.0	156.0	936.0	134.0	77.0	10.0	51.0	264.0	2134.0	23.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Chloroplast; D_4__Cercis gigantea; D_5__Cercis gigantea; D_6__Cercis gigantea
GDAX01048398.486.2474	1107.0	1021.0	1248.0	1069.0	1046.0	994.0	1299.0	1492.0	1693.0	2323.0	1534.0	1173.0	948.0	1443.0	1868.0	1698.0	1203.0	1403.0	1130.0	1136.0	1283.0	1824.0	1461.0	1430.0	1271.0	1628.0	1726.0	1056.0	1141.0	1223.0	1999.0	1100.0	1499.0	1181.0	1147.0	982.0	934.0	981.0	1386.0	1455.0	1249.0	1311.0	1080.0	1351.0	1090.0	1908.0	1937.0	1501.0	1180.0	1792.0	1190.0	1233.0	1294.0	1640.0	1681.0	1526.0	1495.0	1691.0	1227.0	1392.0	1016.0	1612.0	1188.0	2308.0	2.0	1.0	3.0	4.0	2.0	2.0	3.0	15.0	1.0	3.0	0.0	0.0	0.0	16.0	2.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Chloroplast
BABK02029359.1608.3968	1557.0	774.0	533.0	508.0	977.0	966.0	915.0	1255.0	851.0	622.0	1353.0	1061.0	985.0	1432.0	1120.0	1458.0	1328.0	892.0	1178.0	963.0	625.0	696.0	1090.0	1563.0	1007.0	394.0	1379.0	883.0	1038.0	1280.0	1371.0	1336.0	477.0	516.0	1074.0	925.0	653.0	789.0	843.0	1234.0	768.0	601.0	1059.0	1103.0	927.0	1760.0	1599.0	1463.0	1199.0	682.0	760.0	799.0	1059.0	1487.0	814.0	864.0	997.0	981.0	1273.0	1019.0	1062.0	1114.0	603.0	1173.0	5.0	2.0	1.0	1.0	0.0	2.0	1.0	7.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Mitochondria
ABRA01002618.192.1704	42.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	547.0	0.0	0.0	0.0	11.0	29.0	0.0	0.0	7.0	222.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Rhizobiaceae; D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
GDAH01000844.40.1969	1566.0	439.0	75.0	206.0	519.0	415.0	263.0	680.0	536.0	581.0	1077.0	499.0	202.0	1549.0	121.0	1200.0	1343.0	663.0	903.0	433.0	590.0	273.0	896.0	1536.0	634.0	195.0	893.0	473.0	585.0	839.0	670.0	324.0	57.0	230.0	557.0	540.0	488.0	335.0	502.0	839.0	788.0	283.0	530.0	481.0	585.0	1042.0	611.0	869.0	612.0	127.0	265.0	268.0	714.0	985.0	407.0	444.0	708.0	620.0	692.0	435.0	259.0	187.0	66.0	583.0	1.0	0.0	1.0	1.0	0.0	2.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Mitochondria
GCKC01172251.105.1539	45.0	21.0	8.0	10.0	19.0	8.0	15.0	23.0	26.0	11.0	49.0	12.0	29.0	23.0	19.0	29.0	21.0	21.0	33.0	18.0	17.0	17.0	13.0	31.0	25.0	10.0	26.0	13.0	21.0	26.0	20.0	34.0	6.0	6.0	23.0	15.0	11.0	11.0	17.0	22.0	11.0	10.0	25.0	29.0	14.0	45.0	37.0	40.0	36.0	22.0	11.0	14.0	16.0	29.0	26.0	11.0	32.0	16.0	33.0	31.0	20.0	38.0	10.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Mitochondria; D_5__Gleditsia sinensis; D_6__Gleditsia sinensis
GCVR01032299.115.1608	419.0	304.0	399.0	318.0	403.0	404.0	382.0	507.0	444.0	538.0	489.0	368.0	280.0	496.0	474.0	482.0	393.0	382.0	382.0	344.0	376.0	572.0	406.0	473.0	395.0	404.0	651.0	385.0	356.0	448.0	509.0	319.0	431.0	320.0	409.0	336.0	320.0	371.0	396.0	486.0	355.0	281.0	349.0	376.0	294.0	654.0	516.0	397.0	383.0	421.0	366.0	396.0	358.0	627.0	418.0	408.0	444.0	426.0	383.0	452.0	296.0	488.0	312.0	610.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	5.0	3.0	0.0	0.0	0.0	0.0	6.0	1.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Chloroplast
HO793511.1.1233	649.0	501.0	787.0	594.0	579.0	704.0	700.0	784.0	976.0	971.0	946.0	606.0	475.0	964.0	930.0	956.0	692.0	640.0	717.0	634.0	735.0	1191.0	768.0	863.0	685.0	641.0	1038.0	606.0	673.0	755.0	935.0	547.0	984.0	516.0	622.0	543.0	618.0	611.0	682.0	843.0	723.0	596.0	697.0	551.0	679.0	1184.0	963.0	732.0	572.0	693.0	679.0	653.0	681.0	1124.0	783.0	849.0	775.0	687.0	726.0	622.0	514.0	1034.0	610.0	1308.0	2.0	2.0	3.0	1.0	3.0	0.0	3.0	8.0	0.0	0.0	0.0	0.0	2.0	24.0	0.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Chloroplast
